class,subclass,Tac2,Pcdh10,Tac1,Chat,Cartpt,Chrna3,Kcna1,Kcna2,Kcna3,Kcna4,Kcna5,Kcna6,Oprm1,Sst,Tacr1
17 MH-LH Glut,145 MH Tac2 Glut,6.715287345119764,0.5045260921889627,1.3137148209218754,4.313433910747863,1.5037381785758717,7.626143685135561,0.07757274541172045,7.059987541080996,0.03705205676645901,0.5446453300041362,0.005648585985291679,0.43382626617757675,5.054978609293621,0.3490632605466279,6.002511387807972
17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0.20609817118863574,7.6079660311562085,0.443529116103569,0.003632711252668165,0.5318661401277852,0.25791399824434036,1.152020720139625,6.621077645587542,0.06735874730238726,1.9897425693426487,0.3896462490811088,3.918978816901987,4.756236931973517,0.19724584668390063,2.9197953180754963
